{'algo': 'ppo',
 'device': 'cuda',
 'episode_length': 500,
 'game_name': 'olympics-running',
 'load_episode': 900,
 'load_model': False,
 'load_run': 2,
 'map': 2,
 'max_episodes': 1500,
 'render': False,
 'save_interval': 100,
 'seed': 1,
 'shuffle_map': False}
Total agent number: 2
Agent control by the actor: 1
Game board width: 700
Game board height: 700
action dimension: [[Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)], [Box(-100.0, 200.0, (1,), float32), Box(-30.0, 30.0, (1,), float32)]]
observation dimension: 625
store in /dssg/home/acct-stu/stu486/OlympicsProject/rl_trainer/models/olympics-running/ppo/run2
Episode:  1 controlled agent:  1 ; Episode Return:  -483.0 ; win rate(coFntrolled & opponent):  0.00 1.00 ; Trained episode: 0
Episode:  960 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 54
Episode:  961 controlled agent:  1 ; Episode Return:  -281.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 54
Episode:  962 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 54
Episode:  963 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 54
Episode:  964 controlled agent:  1 ; Episode Return:  -270.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 54
Episode:  965 controlled agent:  1 ; Episode Return:  -418.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 54
Episode:  966 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 54
Episode:  967 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 54
Episode:  968 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 54
Episode:  969 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 54
Episode:  970 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 54
Episode:  971 controlled agent:  1 ; Episode Return:  -177.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 54
Episode:  972 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 55
Episode:  973 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.29 ; Trained episode: 55
Episode:  974 controlled agent:  1 ; Episode Return:  -311.0 ; win rate(coFntrolled & opponent):  0.07 0.30 ; Trained episode: 55
Episode:  975 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.30 ; Trained episode: 55
Episode:  976 controlled agent:  1 ; Episode Return:  -249.0 ; win rate(coFntrolled & opponent):  0.07 0.30 ; Trained episode: 55
Episode:  977 controlled agent:  1 ; Episode Return:  -136.0 ; win rate(coFntrolled & opponent):  0.07 0.31 ; Trained episode: 55
Episode:  978 controlled agent:  1 ; Episode Return:  -251.0 ; win rate(coFntrolled & opponent):  0.07 0.31 ; Trained episode: 55
Episode:  979 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.31 ; Trained episode: 55
Episode:  980 controlled agent:  1 ; Episode Return:  -288.0 ; win rate(coFntrolled & opponent):  0.07 0.32 ; Trained episode: 55
Episode:  981 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.32 ; Trained episode: 55
Episode:  982 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.32 ; Trained episode: 55
Episode:  983 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.31 ; Trained episode: 55
Episode:  984 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.07 0.31 ; Trained episode: 55
Episode:  985 controlled agent:  1 ; Episode Return:  -346.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 55
Episode:  986 controlled agent:  1 ; Episode Return:  -331.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 55
Episode:  987 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 55
Episode:  988 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 55
Episode:  989 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 55
Episode:  990 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 55
Episode:  991 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 55
Episode:  992 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 55
Episode:  993 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 55
Episode:  994 controlled agent:  1 ; Episode Return:  -292.0 ; win rate(coFntrolled & opponent):  0.04 0.32 ; Trained episode: 55
Episode:  995 controlled agent:  1 ; Episode Return:  -390.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 55
Episode:  996 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.31 ; Trained episode: 56
Episode:  997 controlled agent:  1 ; Episode Return:  -181.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 56
Episode:  998 controlled agent:  1 ; Episode Return:  -167.0 ; win rate(coFntrolled & opponent):  0.05 0.33 ; Trained episode: 56
Episode:  999 controlled agent:  1 ; Episode Return:  -383.0 ; win rate(coFntrolled & opponent):  0.05 0.34 ; Trained episode: 56
Episode:  1000 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.34 ; Trained episode: 56
Episode:  1001 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.34 ; Trained episode: 56
Episode:  1002 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.34 ; Trained episode: 56
Episode:  1003 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.34 ; Trained episode: 56
Episode:  1004 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.33 ; Trained episode: 56
Episode:  1005 controlled agent:  1 ; Episode Return:  -196.0 ; win rate(coFntrolled & opponent):  0.06 0.33 ; Trained episode: 56
Episode:  1006 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 57
Episode:  1007 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 57
Episode:  1008 controlled agent:  1 ; Episode Return:  -198.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 57
Episode:  1009 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 57
Episode:  1010 controlled agent:  1 ; Episode Return:  -151.0 ; win rate(coFntrolled & opponent):  0.06 0.33 ; Trained episode: 57
Episode:  1011 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.33 ; Trained episode: 57
Episode:  1012 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.33 ; Trained episode: 57
Episode:  1013 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.33 ; Trained episode: 57
Episode:  1014 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.32 ; Trained episode: 57
Episode:  1015 controlled agent:  1 ; Episode Return:  -334.0 ; win rate(coFntrolled & opponent):  0.05 0.33 ; Trained episode: 57
Episode:  1016 controlled agent:  1 ; Episode Return:  -319.0 ; win rate(coFntrolled & opponent):  0.06 0.33 ; Trained episode: 57
Episode:  1017 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.33 ; Trained episode: 58
Episode:  1018 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 58
Episode:  1019 controlled agent:  1 ; Episode Return:  -165.0 ; win rate(coFntrolled & opponent):  0.06 0.32 ; Trained episode: 58
Episode:  1020 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.31 ; Trained episode: 58
Episode:  1021 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 58
Episode:  1022 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 58
Episode:  1023 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 58
Episode:  1024 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 58
Episode:  1025 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 58
Episode:  1026 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1027 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1028 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.27 ; Trained episode: 58
Episode:  1029 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.27 ; Trained episode: 58
Episode:  1030 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.27 ; Trained episode: 58
Episode:  1031 controlled agent:  1 ; Episode Return:  -497.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1032 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1033 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1034 controlled agent:  1 ; Episode Return:  -198.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 58
Episode:  1035 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1036 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1037 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.28 ; Trained episode: 58
Episode:  1038 controlled agent:  1 ; Episode Return:  -251.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 58
Episode:  1039 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 58
Episode:  1040 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 58
Episode:  1041 controlled agent:  1 ; Episode Return:  -464.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 58
Episode:  1042 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 58
Episode:  1043 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.06 0.29 ; Trained episode: 58
Episode:  1044 controlled agent:  1 ; Episode Return:  -463.0 ; win rate(coFntrolled & opponent):  0.06 0.30 ; Trained episode: 58
Episode:  1045 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 58
Episode:  1046 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 58
Episode:  1047 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 58
Episode:  1048 controlled agent:  1 ; Episode Return:  -174.0 ; win rate(coFntrolled & opponent):  0.05 0.30 ; Trained episode: 58
Episode:  1049 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.29 ; Trained episode: 58
Episode:  1050 controlled agent:  1 ; Episode Return:  -228.0 ; win rate(coFntrolled & opponent):  0.05 0.29 ; Trained episode: 58
Episode:  1051 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.28 ; Trained episode: 58
Episode:  1052 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.28 ; Trained episode: 58
Episode:  1053 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.28 ; Trained episode: 58
Episode:  1054 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.28 ; Trained episode: 58
Episode:  1055 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 58
Episode:  1056 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 58
Episode:  1057 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 58
Episode:  1058 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 58
Episode:  1059 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 58
Episode:  1060 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 58
Episode:  1061 controlled agent:  1 ; Episode Return:  -467.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 58
Episode:  1062 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 58
Episode:  1063 controlled agent:  1 ; Episode Return:  -204.0 ; win rate(coFntrolled & opponent):  0.05 0.25 ; Trained episode: 58
Episode:  1064 controlled agent:  1 ; Episode Return:  -433.0 ; win rate(coFntrolled & opponent):  0.05 0.25 ; Trained episode: 59
Episode:  1065 controlled agent:  1 ; Episode Return:  -208.0 ; win rate(coFntrolled & opponent):  0.05 0.25 ; Trained episode: 59
Episode:  1066 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.25 ; Trained episode: 59
Episode:  1067 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.25 ; Trained episode: 59
Episode:  1068 controlled agent:  1 ; Episode Return:  -174.0 ; win rate(coFntrolled & opponent):  0.05 0.26 ; Trained episode: 59
Episode:  1069 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.05 0.26 ; Trained episode: 59
Episode:  1070 controlled agent:  1 ; Episode Return:  -447.0 ; win rate(coFntrolled & opponent):  0.05 0.27 ; Trained episode: 59
Episode:  1071 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 59
Episode:  1072 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 59
Episode:  1073 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 59
Episode:  1074 controlled agent:  1 ; Episode Return:  -341.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 59
Episode:  1075 controlled agent:  1 ; Episode Return:  -289.0 ; win rate(coFntrolled & opponent):  0.04 0.28 ; Trained episode: 59
Episode:  1076 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 59
Episode:  1077 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 59
Episode:  1078 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 59
Episode:  1079 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 59
Episode:  1080 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.24 ; Trained episode: 59
Episode:  1081 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.24 ; Trained episode: 59
Episode:  1082 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.24 ; Trained episode: 59
Episode:  1083 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.24 ; Trained episode: 59
Episode:  1084 controlled agent:  1 ; Episode Return:  -397.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 59
Episode:  1085 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.24 ; Trained episode: 59
Episode:  1086 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.23 ; Trained episode: 59
Episode:  1087 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.23 ; Trained episode: 59
Episode:  1088 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.23 ; Trained episode: 59
Episode:  1089 controlled agent:  1 ; Episode Return:  -185.0 ; win rate(coFntrolled & opponent):  0.04 0.24 ; Trained episode: 59
Episode:  1090 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.24 ; Trained episode: 59
Episode:  1091 controlled agent:  1 ; Episode Return:  -230.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 59
Episode:  1092 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.04 0.25 ; Trained episode: 59
Episode:  1093 controlled agent:  1 ; Episode Return:  -351.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 59
Episode:  1094 controlled agent:  1 ; Episode Return:  -353.0 ; win rate(coFntrolled & opponent):  0.04 0.26 ; Trained episode: 59
Episode:  1095 controlled agent:  1 ; Episode Return:  -297.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 59
Episode:  1096 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 59
Episode:  1097 controlled agent:  1 ; Episode Return:  -238.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 59
Episode:  1098 controlled agent:  1 ; Episode Return:  -231.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 59
Episode:  1099 controlled agent:  1 ; Episode Return:  -313.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 59
Episode:  1100 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 59
Episode:  1101 controlled agent:  1 ; Episode Return:  -499.0 ; win rate(coFntrolled & opponent):  0.03 0.27 ; Trained episode: 59
Episode:  1102 controlled agent:  1 ; Episode Return:  -390.0 ; win rate(coFntrolled & opponent):  0.04 0.27 ; Trained episode: 59
